,dp,eq_odds_1,eq_odds_0,eq_odds,up_acc,p_acc,acc-score,del_dp,del_eo,lambda,seed
0,0.9174584348122862,0.05611775528987528,0.13865932047758145,0.09738853788372837,0.9438822447102115,0.1386593204775023,0.5409007352941176,0.08254156518771383,0.9174584348122018,0.1,0
0,0.906468377870592,0.04853479853488574,0.14206642066428588,0.0953006095995858,0.9514652014652014,0.14206642066420663,0.5482536764705882,0.09353162212940802,0.9064683778705083,0.1,1
0,0.3492647058823529,0.04503676470597018,0.6957720588235574,0.3704044117647638,0.9549632352941176,0.6957720588235294,0.8253676470588235,0.6507352941176471,0.34926470588232084,0.1,2
0,0.627350716165358,0.054078826764523025,0.4267281105991312,0.2404034686818271,0.9459211732355637,0.42672811059907834,0.6870404411764706,0.372649283834642,0.6273507161653001,0.1,3
0,0.43792492869983646,0.02675276752776512,0.5888278388278765,0.3077903031778208,0.9732472324723247,0.5888278388278388,0.7803308823529411,0.5620750713001635,0.4379249286997963,0.1,4
0,0.8764250637186697,0.0932594644506839,0.2168344007320021,0.155046932591343,0.9067405355493998,0.21683440073193047,0.5602022058823529,0.12357493628133032,0.8764250637185894,0.1,5
0,0.9010453144180396,0.09845031905204216,0.19740500463399469,0.14792766184301842,0.9015496809480401,0.1974050046339203,0.5523897058823529,0.09895468558196041,0.9010453144179562,0.1,6
0,0.904677545937845,0.08125577100654835,0.1765782250686938,0.12891699803762108,0.9187442289935365,0.17657822506861848,0.5459558823529411,0.095322454062155,0.9046775459377622,0.1,7
0,0.8687966898220306,0.05979760809576273,0.1910009182737199,0.12539926318474132,0.9402023919043239,0.19100091827364554,0.5652573529411765,0.13120331017796938,0.8687966898219508,0.1,8
0,0.46021721206223043,0.015567765567855774,0.555350553505576,0.2854591595367159,0.9844322344322345,0.5553505535055351,0.7706801470588235,0.5397827879377696,0.460217212062188,0.1,9
0,0.9313055709259251,0.08890925756195334,0.15760368663602242,0.12325647209898788,0.9110907424381302,0.1576036866359447,0.5353860294117647,0.06869442907407486,0.9313055709258393,1.0,0
0,0.9234676680169126,0.08387096774201996,0.16040329972509992,0.12213713373355994,0.9161290322580645,0.1604032997250229,0.5372242647058824,0.0765323319830874,0.9234676680168278,1.0,1
0,0.9021660161859868,0.09023941068148345,0.18807339449548732,0.13915640258848538,0.9097605893186004,0.18807339449541285,0.5482536764705882,0.0978339838140132,0.902166016185904,1.0,2
0,0.9148624491851031,0.09323583180995498,0.17837338262484492,0.13580460721739995,0.906764168190128,0.17837338262476896,0.5445772058823529,0.08513755081489693,0.9148624491850186,1.0,3
0,0.8887867647058824,0.08455882352949595,0.19577205882360338,0.14016544117654967,0.9154411764705882,0.1957720588235294,0.5556066176470589,0.11121323529411764,0.8887867647058006,1.0,4
0,0.9142483967142675,0.08477666362816005,0.170528266913886,0.12765246527102303,0.9152233363719234,0.1705282669138091,0.5459558823529411,0.0857516032857325,0.9142483967141828,1.0,5
0,0.9004834664281013,0.0872359963269893,0.18675252989887892,0.1369942631129341,0.9127640036730946,0.18675252989880406,0.5500919117647058,0.09951653357189871,0.9004834664280185,1.0,6
0,0.9151961194279502,0.09090909090917443,0.17571297148121667,0.13331103119519555,0.9090909090909091,0.17571297148114076,0.5427389705882353,0.0848038805720498,0.9151961194278659,1.0,7
0,0.8964247093809137,0.0925925925926766,0.19616788321175216,0.14438023790221438,0.9074074074074074,0.19616788321167883,0.5491727941176471,0.10357529061908632,0.8964247093808319,1.0,8
0,0.9069589054982745,0.08202764976966992,0.1750687442713864,0.12854819702052817,0.9179723502304148,0.17506874427131072,0.5454963235294118,0.09304109450172549,0.9069589054981912,1.0,9
0,0.9981617647058824,0.001838235294209456,9.192646643896296e-14,0.0009191176471506912,0.9981617647058824,0.0,0.4990808823529412,0.0018382352941176405,1.0018382352940256,10.0,0
0,0.9789184234647113,0.021081576535378455,9.225953334635051e-14,0.010540788267735357,0.9789184234647113,0.0,0.49080882352941174,0.02108157653528875,1.0210815765351946,10.0,1
0,0.9981617647058824,0.001838235294209456,9.192646643896296e-14,0.0009191176471506912,0.9981617647058824,0.0,0.4990808823529412,0.0018382352941176405,1.0018382352940256,10.0,2
0,0.9981600735970562,0.0018399264030357632,9.181544413650045e-14,0.0009199632015637893,0.9981600735970562,0.0,0.49862132352941174,0.0018399264029438367,1.001839926402852,10.0,3
0,0.9990817263544536,0.0009182736456381235,9.203748874142548e-14,0.0004591368228650805,0.9990817263544536,0.0,0.5,0.0009182736455464191,1.0009182736454543,10.0,4
0,0.973378512058783,0.031221303948665624,0.004599816007451296,0.01791055997805846,0.9687786960514233,0.004599816007359705,0.48713235294117646,0.026621487941216992,1.0266214879411226,10.0,5
0,0.9990910073935905,0.0018315018315933074,0.0009225092251844424,0.001377005528388875,0.9981684981684982,0.0009225092250922509,0.5013786764705882,0.0009089926064095311,1.0009089926063173,10.0,6
0,0.9981549815498155,0.0018450184502766254,9.159339953157541e-14,0.0009225092251841094,0.9981549815498155,0.0,0.49724264705882354,0.0018450184501844769,1.0018450184500927,10.0,7
0,0.9871188256234673,0.013799448022169924,0.0009182736456381235,0.007358860833904024,0.9862005519779209,0.0009182736455463728,0.4931066176470588,0.01288117437653269,1.0128811743764397,10.0,8
0,1.0,9.137135492665038e-14,9.259260025373806e-14,9.198197759019422e-14,1.0,0.0,0.5032169117647058,0.0,0.9999999999999074,10.0,9
0,1.0,9.203748874142548e-14,9.181544413650045e-14,9.192646643896296e-14,1.0,0.0,0.49954044117647056,0.0,0.9999999999999082,100.0,0
