,dp,eq_odds_1,eq_odds_0,eq_odds,up_acc,p_acc,acc-score,del_dp,del_eo,lambda,seed
0,0.4896783820794902,0.5040985202492982,0.48558758314858164,0.49484305169893994,0.32861580945806007,0.6193436960276338,0.47392955801104975,0.5103216179205098,1.0103138966021197,0.1,0
0,0.46521057159362644,0.4662132279684543,0.4649096850733204,0.4655614565208874,0.4421416234887737,0.7404211253020366,0.5913328729281768,0.5347894284063736,1.0688770869582256,0.1,1
0,0.5283149171270718,0.4599000782462048,0.5477239772801252,0.503812027763165,0.49965469613259667,0.7320441988950276,0.6158494475138122,0.4716850828729282,0.9923759444736702,0.1,2
0,0.3721973120904658,0.3971962616823369,0.36506594311799945,0.3811311024001682,0.37141870900932,0.7319516407599309,0.5516229281767956,0.6278026879095342,1.2377377951996635,0.1,3
0,0.5583708475744367,0.5763239875390069,0.5532480467039465,0.5647860171214767,0.3776320331377287,0.631433506044905,0.5044889502762431,0.4416291524255633,0.8704279657570466,0.1,4
0,0.5790483037958987,0.562706246567688,0.5837027841118315,0.5732045153397598,0.35889464594127807,0.5861235761132205,0.47254834254143646,0.42095169620410133,0.8535909693204806,0.1,5
0,0.4250690607734806,0.42874257026364737,0.4240081687741388,0.4263753695188931,0.38777624309392267,0.7095994475138122,0.5486878453038674,0.5749309392265194,1.147249260962214,0.1,6
0,0.573549723756906,0.6495327102804285,0.5519077196096028,0.6007202149450157,0.30006906077348067,0.5711325966850829,0.43560082872928174,0.42645027624309395,0.7985595701099688,0.1,7
0,0.6802486187845304,0.7492211838006622,0.6606033717835111,0.7049122777920867,0.24343922651933703,0.45200276243093923,0.3477209944751381,0.31975138121546964,0.5901754444158267,0.1,8
0,0.3021408839779005,0.29127725856708864,0.305235137533305,0.2982561980501968,0.3363259668508287,0.7199585635359116,0.5281422651933702,0.6978591160220995,1.4034876038996065,0.1,9
0,0.39330317885872057,0.4423676012461928,0.3793408739074956,0.4108542375768442,0.34404145077720205,0.7034863652053849,0.5238259668508287,0.6066968211412794,1.1782915248463115,1.0,0
0,0.6212016574585635,0.6012461059190652,0.6268855368234416,0.6140658213712534,0.42092541436464087,0.6229281767955801,0.5219267955801105,0.37879834254143646,0.7718683572574931,1.0,1
0,0.773261720927432,0.8239875389408373,0.7588163798355195,0.7914019593881785,0.5322970639032815,0.6810493614083535,0.6066988950276243,0.22673827907256805,0.41719608122364304,1.0,2
0,0.5752157404211253,0.6077633759556603,0.5659443571123812,0.5868538665340208,0.3398963730569948,0.5909561615464274,0.4654696132596685,0.4247842595788747,0.8262922669319586,1.0,3
0,0.406497222127828,0.39917185472475003,0.4085691463513268,0.4038705005380384,0.4138169257340242,0.7411114946496375,0.5775207182320442,0.593502777872172,1.1922589989239234,1.0,4
0,0.5824615184667838,0.5903426791277897,0.5802029912322066,0.5852728351799982,0.45944080082844324,0.6953367875647668,0.5773480662983426,0.41753848153321615,0.8294543296400037,1.0,5
0,0.49689226519337015,0.5093457943925999,0.49334516415264007,0.50134547927262,0.3995165745856354,0.6850828729281768,0.542299723756906,0.5031077348066298,0.9973090414547601,1.0,6
0,0.5927884423347839,0.6214953271028627,0.5846155360234335,0.6030554315631481,0.307426597582038,0.5467725232999655,0.42714088397790057,0.4072115576652161,0.7938891368737038,1.0,7
0,0.5000959243765362,0.4968847352025706,0.5010198769219484,0.4989523060622595,0.4552677029360967,0.732136693130825,0.59375,0.4999040756234638,1.002095387875481,1.0,8
0,0.5994394773224401,0.6379283489097141,0.5884700665188652,0.6131992077142896,0.38756476683937824,0.627890921643079,0.5077693370165746,0.4005605226775599,0.7736015845714213,1.0,9
0,0.618439226519337,0.6214953271028627,0.6175687666371066,0.6195320468699846,0.3463397790055249,0.5600828729281768,0.4532113259668508,0.381560773480663,0.7609359062600307,10.0,0
0,0.6365146959841133,0.62461059190037,0.6399107177126888,0.6322606548065295,0.507426597582038,0.7045219192267863,0.6060082872928176,0.3634853040158868,0.735478690386941,10.0,1
0,0.5345676517247608,0.5503350975161204,0.5300767101403577,0.5402059038282391,0.40310880829015544,0.669313082499137,0.5362569060773481,0.46543234827523916,0.9195881923435221,10.0,2
0,0.4592541436464088,0.4676542201875823,0.45683613462740247,0.4622451774074924,0.39640883977900554,0.7013121546961326,0.548860497237569,0.5407458563535912,1.0755096451850155,10.0,3
