,dp,eq_odds_1,eq_odds_0,eq_odds,up_acc,p_acc,acc-score,del_dp,del_eo,lambda,seed
0,0.6417683396130868,0.5484620886981428,0.9066937490850536,0.7275779188915983,0.4515379113018598,0.9066937490850534,0.7997871863799283,0.35823166038691323,0.6417683396130833,0.1,0
0,0.47917488819890464,0.40630587674335783,0.9271309885444499,0.6667184326439038,0.5936941232566456,0.9271309885444498,0.8488043234767025,0.5208251118010954,0.47917488819890214,0.1,1
0,0.49754772911810574,0.4297294075575191,0.9321816784394101,0.6809555429984646,0.5702705924424842,0.93218167843941,0.8471662186379928,0.5024522708818943,0.49754772911810313,0.1,2
0,0.43190366596992424,0.35431193754097756,0.9224082715710497,0.6383601045560137,0.6456880624590262,0.9224082715710495,0.857400873655914,0.5680963340300758,0.43190366596992213,0.1,3
0,0.5570137355919347,0.48363636363636664,0.9266226280444292,0.705129495840398,0.5163636363636364,0.926622628044429,0.8302671370967742,0.4429862644080653,0.5570137355919317,0.1,4
0,0.5400780971008614,0.4643219076005992,0.9242438104997348,0.6942828590501671,0.5356780923994039,0.9242438104997347,0.8329833109318996,0.4599219028991386,0.5400780971008585,0.1,5
0,0.4269165152130546,0.3683394921921601,0.9414229769791019,0.654881234585631,0.6316605078078436,0.9414229769791018,0.8686575940860215,0.5730834847869454,0.42691651521305224,0.1,6
0,0.6628969863466018,0.561669150521612,0.8987721641750079,0.73022065734831,0.43833084947839046,0.8987721641750078,0.7906306003584229,0.33710301365339823,0.6628969863465983,0.1,7
0,0.569475130974356,0.4809583407831248,0.9114832098087658,0.6962207752959453,0.5190416592168783,0.9114832098087656,0.8192904345878136,0.43052486902564396,0.5694751309743531,0.1,8
0,0.49826386461612937,0.421281669150525,0.9230178045343924,0.6721497368424587,0.5787183308494784,0.9230178045343922,0.8421538978494624,0.5017361353838706,0.49826386461612676,0.1,9
0,0.26903000906402863,0.20139468351413037,0.9323646744500971,0.5668796789821138,0.7986053164858744,0.932364674450097,0.9009436603942652,0.7309699909359714,0.26903000906402735,1.0,0
0,0.2059051255374218,0.14043035107588275,0.9345252255384561,0.5374777883071694,0.8595696489241224,0.934525225538456,0.9169186827956989,0.7940948744625782,0.20590512553742085,1.0,1
0,0.1409173262134903,0.11670739703165567,0.9757900708181603,0.546248733924908,0.8832926029683495,0.9757900708181602,0.9540630600358423,0.8590826737865097,0.14091732621348954,1.0,2
0,0.32992961812660226,0.23906045069751247,0.909130832570906,0.5740956416342092,0.760939549302492,0.9091308325709058,0.8743279569892473,0.6700703818733977,0.3299296181266007,1.0,3
0,0.07938974066523619,0.05060499493354553,0.9712152542683039,0.5109101246009247,0.94939500506646,0.9712152542683038,0.966089829749104,0.9206102593347638,0.07938974066523577,1.0,4
0,0.1589592824431414,0.12148307105389167,0.9625237886107452,0.5420034298323184,0.8785169289461134,0.9625237886107452,0.9427923387096774,0.8410407175568586,0.1589592824431406,1.0,5
0,0.3072365633269536,0.21606961912142086,0.9088330557944628,0.5624513374579418,0.7839303808785838,0.9088330557944626,0.8794942876344086,0.6927634366730464,0.30723656332695215,1.0,6
0,0.22255676079903952,0.1503844549085107,0.9278276941094663,0.5391060745089885,0.8496155450914943,0.9278276941094662,0.9094562051971327,0.7774432392009605,0.22255676079903847,1.0,7
0,0.11947741393533517,0.07898187887458819,0.9595044649392477,0.5192431719069179,0.9210181211254173,0.9595044649392476,0.950464829749104,0.8805225860646648,0.11947741393533465,1.0,8
0,0.1489726878450952,0.08756035047982891,0.9385876626347285,0.5130740065572788,0.9124396495201764,0.9385876626347284,0.9324456765232975,0.8510273121549048,0.1489726878450946,1.0,9
0,0.39406470105561087,0.2916840536512709,0.8976193525956561,0.5946517031234635,0.7083159463487332,0.897619352595656,0.8531586021505376,0.6059352989443891,0.3940647010556089,10.0,0
0,0.37699619784617067,0.2665275707898702,0.8895313729436954,0.5780294718667829,0.7334724292101341,0.8895313729436952,0.8528785842293907,0.6230038021538293,0.3769961978461689,10.0,1
0,0.2906700305059795,0.21761935983787783,0.9269493293318939,0.5722843445848859,0.7823806401621267,0.9269493293318938,0.8929911514336918,0.7093299694940205,0.29067003050597806,10.0,2
0,0.3518539856753432,0.27375700488852217,0.9219030192131749,0.5978300120508485,0.726242995111482,0.9219030192131747,0.8759520609318996,0.6481460143246568,0.35185398567534143,10.0,3
0,0.44971668600816783,0.3337704136369094,0.8840537276287379,0.6089120706328237,0.6662295863630945,0.8840537276287377,0.8328853046594982,0.5502833139918322,0.4497166860081656,10.0,4
0,0.5018057825251332,0.402241297091086,0.9004355145659495,0.6513384058285178,0.5977587029089175,0.9004355145659494,0.8293430779569892,0.49819421747486686,0.5018057825251306,10.0,5
0,0.46645029474116617,0.37050724205758256,0.9040569473164128,0.6372820946869977,0.6294927579424212,0.9040569473164126,0.839563732078853,0.5335497052588338,0.4664502947411639,10.0,6
0,0.2672577771243567,0.18335717691941344,0.9160993997950522,0.5497282883572328,0.8166428230805913,0.916099399795052,0.8927391353046595,0.7327422228756433,0.2672577771243555,10.0,7
