,dp,eq_odds_1,eq_odds_0,eq_odds,up_acc,p_acc,acc-score,del_dp,del_eo,lambda,seed
0,0.9907834724260249,0.9814137762313833,1.0,0.9907068881156916,0.5206991720331187,0.509641873278237,0.5151654411764706,0.009216527573975094,0.018586223768617738,0.1,0
0,0.9952489085330414,0.9967394804637192,0.9871732026143815,0.9919563415390503,0.5860805860805861,0.5940959409594095,0.5900735294117647,0.0047510914669586235,0.01608731692190071,0.1,1
0,0.9926470588235294,0.9872641221994295,0.9981549815498159,0.9927095518746227,0.5082720588235294,0.5073529411764706,0.5078125,0.007352941176470587,0.014580896250753001,0.1,2
0,1.0,1.0,1.0,1.0,0.4986251145737855,0.4967741935483871,0.4977022058823529,0.0,3.3306690738754696e-16,0.1,3
0,0.9913561223524323,0.9758677253469433,0.9925790518206867,0.984223388583815,0.5544280442804428,0.5686813186813187,0.5615808823529411,0.008643877647567688,0.031553222832367805,0.1,4
0,0.9990850869167429,0.9981818181818185,1.0,0.9990909090909093,0.5013850415512465,0.4977127172918573,0.49954044117647056,0.0009149130832570906,0.0018181818181780551,0.1,5
0,0.9823463266149234,0.9652925732979676,0.9999800565065647,0.9826363149022661,0.5505925250683683,0.5384615384615384,0.5445772058823529,0.017653673385076667,0.03472737019546257,0.1,6
0,1.0,1.0,1.0,1.0,0.49584487534626037,0.5004574565416285,0.49816176470588236,0.0,0.0,0.1,7
0,0.9972401103955841,0.9944547134935315,1.0,0.9972273567467658,0.5050597976080957,0.4995408631772268,0.5022977941176471,0.0027598896044158236,0.005545286506469904,0.1,8
0,0.9863718692131976,0.9746056482952264,0.9981583793738493,0.9863820138345378,0.5238095238095238,0.5101476014760148,0.5170036764705882,0.013628130786802374,0.027235972330923564,0.1,9
0,0.9954474607914778,0.9910634951436496,1.0,0.9955317475718248,0.5087076076993584,0.5105990783410138,0.5096507352941176,0.004552539208522178,0.008936504856347116,1.0,0
0,0.9944294964666923,0.9943407132583253,0.9944649446494476,0.9944028289538864,0.5069124423963134,0.5050412465627865,0.5059742647058824,0.005570503533307708,0.011194342092228745,1.0,1
0,1.0,1.0,1.0,1.0,0.498158379373849,0.4981651376146789,0.49816176470588236,0.0,6.661338147750939e-16,1.0,2
